customer_code	order_count	fail_reason
DGFN001	0	NO_ORDERS_IN_SYSTEM
DL6002	0	NO_ORDERS_IN_SYSTEM
GF5006	0	NO_ORDERS_IN_SYSTEM
GMSD1001	0	NO_ORDERS_IN_SYSTEM
HS1002	0	NO_ORDERS_IN_SYSTEM
JD6002	0	NO_ORDERS_IN_SYSTEM
JY6002	0	NO_ORDERS_IN_SYSTEM
JYL6001	0	NO_ORDERS_IN_SYSTEM
LW6002	0	NO_ORDERS_IN_SYSTEM
qs1001	0	NO_ORDERS_IN_SYSTEM
SDS1001	0	NO_ORDERS_IN_SYSTEM
W1001	0	NO_ORDERS_IN_SYSTEM
XK6001	0	NO_ORDERS_IN_SYSTEM
YS1002	0	NO_ORDERS_IN_SYSTEM
YY6001	0	NO_ORDERS_IN_SYSTEM
