GLXZ-S90Y 1锛?	GLXZ-S90Y 1锛?	PQ-20260511-095228881-3413	鑰愭亽	銕?2.5000	accepted	2026-05-10	2026-05-11 01:52:29
GLXZ-S90Y1锛?	GLXZ-S90Y 1锛?	PQ-20260511-095228881-3413	鑰愭亽	kg	2.5000	accepted	2026-05-10	2026-05-11 01:52:37
LXZG-01	鐧借壊绂诲瀷绾哥	PQ-20260408-133148957-1908	鑽ｅ煄	pcs	4.0000	accepted	2026-04-08	2026-04-08 05:31:49
LXZG-02	鐧借壊绂诲瀷绾哥	PQ-20260408-133148957-1908	鑽ｅ煄	pcs	3.7000	accepted	2026-04-08	2026-04-08 05:31:49
MJLXZG-01	鐧借壊绂诲瀷绾湪娴嗙焊绠?PQ-20260408-133148957-1908	鑽ｅ煄	pcs	13.0000	accepted	2026-04-08	2026-04-08 05:31:49
MJLXZG-02	鐧借壊绂诲瀷绾湪娴嗙焊绠?PQ-20260408-133148957-1908	鑽ｅ煄	pcs	15.4000	accepted	2026-04-08	2026-04-08 05:31:49
PELXM-100B	100渭m钃濊壊PE绂诲瀷鑶?PQ-20260511-094403305-9969	閲戞椄锛堝帵闂級鏂版潗鏂欑鎶€鏈夐檺鍏徃	kg	3.1500	draft	2026-05-11	2026-05-11 01:44:03
PELXM-120BY 1锛?	PELXM-120BY 1锛?	PQ-20260511-093852206-4620	閲戞椄	銕?3.0000	accepted	2026-05-10	2026-05-11 01:38:52
PELXM-120BY1锛?	PELXM-120BY 1锛?	PQ-20260511-093852206-4620	閲戞椄	kg	3.0000	accepted	2026-05-10	2026-05-11 01:39:23
PELXM-60BY	PELXM-60BY	PQ-20260511-093852206-4620	閲戞椄	kg	1.8000	accepted	2026-05-10	2026-05-11 01:39:23
PELXM-60GY	60渭m缁胯壊PE绂诲瀷鑶?PQ-20260511-094403305-9969	閲戞椄锛堝帵闂級鏂版潗鏂欑鎶€鏈夐檺鍏徃	kg	2.1500	draft	2026-05-11	2026-05-11 01:44:03
PELXM-80BY	PELXM-80BY	PQ-20260511-093852206-4620	閲戞椄	銕?2.1000	accepted	2026-05-10	2026-05-11 01:38:52
