data_type	code	name	short_name	extra1	extra2	create_by	create_time
MATERIAL	ETJ-3000A25+25渭锛?锛?4锛?锛?ETJ-3000A25+25渭锛?锛?4锛?锛?			system-auto-sync	2026-03-30 17:53:33
MATERIAL	KHJ-35-T01-1000	KHJ-35-T01-1000				system-auto-sync	2026-03-30 17:53:33
MATERIAL	KHJ-R03-BK01-45	KHJ-R03-BK01-45				system-auto-sync	2026-03-30 17:53:33
MATERIAL	LS53HY	LS53HY				system-auto-sync	2026-03-30 17:53:33
MATERIAL	ML-2530-BK01-0800	ML-2530-BK01-0800				system-auto-sync	2026-03-30 17:53:33
MATERIAL	ML-2530-R01-0600	ML-2530-R01-0600				system-auto-sync	2026-03-30 17:53:33
MATERIAL	ML-BK01-2525-0800	ML-BK01-2525-0800				system-auto-sync	2026-03-30 17:53:33
MATERIAL	PI鑳跺甫-W50	PI鑳跺甫-W50				system-auto-sync	2026-03-30 17:53:33
MATERIAL	PT5010A	PT5010A				system-auto-sync	2026-03-30 17:53:33
MATERIAL	PT5010S-15锛?5u锛?PT5010S-15锛?5u锛?			system-auto-sync	2026-03-30 17:53:33
MATERIAL	PTS53HY	PTS53HY				system-auto-sync	2026-03-30 17:53:33
MATERIAL	PY-0505W-PET1.0	PY-0505W-PET1.0				system-auto-sync	2026-03-30 17:53:33
MATERIAL	S201-2510-C03-0100	S201-2510-C03-0100				system-auto-sync	2026-03-30 17:53:33
MATERIAL	S201-2510-C03-0300	S201-2510-C03-0300				system-auto-sync	2026-03-30 17:53:33
MATERIAL	TE2010L3A	TE2010L3A				system-auto-sync	2026-03-30 17:53:33
MATERIAL	W-H60-LB	W-H60-LB				system-auto-sync	2026-03-30 17:53:33
MATERIAL	WPTR-L10-80B3	WPTR-L10-80B3				system-auto-sync	2026-03-30 17:53:33
MATERIAL	WPTR-L20-80B3	WPTR-L20-80B3				system-auto-sync	2026-03-30 17:53:33
MATERIAL	ZR-100-W01-1200	ZR-100-W01-1200				system-auto-sync	2026-03-30 17:53:33
MATERIAL	ZR-130-W01-1200	ZR-130-W01-1200				system-auto-sync	2026-03-30 17:53:33
MATERIAL	ZR-90-W01-1200	ZR-90-W01-1200				system-auto-sync	2026-03-30 17:53:33
